id	filename	md5	size	state
9dbd4448-84b9-467a-b06d-465009eeaaa3	9dbd4448-84b9-467a-b06d-465009eeaaa3.vcf.gz	006d33bd99d4de76e9f65944343694cd	132048	released
1433bdf9-1de5-4879-a4c2-2ee43800c1ba	f426d6b8-5010-471c-aa9c-253269f6bc03.htseq.counts.gz	b99153e18cca196290ddc6109f4a5217	255893	released
01260db8-2cd0-4a74-b66c-efd16175125f	nationwidechildrens.org_ssf.TCGA-B0-4690.xml	4250517c543f653717639c7bdbb22e40	15848	released
3e5e5e32-36b4-4dde-8337-fa0f6f045293	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_C10_584896.nocnv_grch38.seg.v2.txt	f494b05bc98bee77eb6fa557347d9654	9000	released
a6958810-35a6-4ae1-9c4b-b8c2b61f7f48	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_G01_1320326.grch38.seg.v2.txt	ea5a7c550777d250e9fec3f59c24c24f	25238	released
abdd8e5a-3b65-4b50-99e6-d0d5fc3fc04b	abdd8e5a-3b65-4b50-99e6-d0d5fc3fc04b.vep.vcf.gz	52ed277c9835cccc8cca8e0b9d911e58	5158948	released
4e502c4d-35b0-4ead-864e-4766a8c17800	2c7849d5-4bf7-4cfb-a5a1-671da228d89b.mirbase21.mirnas.quantification.txt	0e701c4d415e1fbc35cfea0e50f65b76	50145	released
3eaa99db-38b2-46f4-90d4-ba488f106859	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_H01_729512.grch38.seg.v2.txt	87473fe979ad0d130d69acb0b7fa7383	81551	released
faeccba9-50a9-469c-92ea-af06e04324bf	TCGA-KIRC.cf625520-4c28-4208-8eb3-9c5b49bbedbb.gene_level_copy_number.tsv	c20ecdc1bc5e970e9e817aa826f459c9	3482461	released
ddae5e18-d31b-468a-badc-0375577178d0	22997bb2-dd8e-451a-a320-8702c2d787b2.mirbase21.mirnas.quantification.txt	5e278665f61e15aa5da95795fbace430	50194	released
bfbbc5bd-54e2-43be-b917-6e63797071b3	a7f415b8-fd54-40fd-a143-785dca873d3c.FPKM.txt.gz	1be0810b416409beded2bbe2fb6eb6c6	515345	released
726953c4-b5e1-4b17-bb10-7d732d218670	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_D07_697266.grch38.seg.v2.txt	738dd41b8eafe2378b7aa099476469b5	30162	released
d8023588-700e-41a2-88f2-a3211ac16af1	d8023588-700e-41a2-88f2-a3211ac16af1.vcf.gz	4fc6dbbeb59e8b7793c8072c4f4458d7	332217	released
eaafd85b-44d4-41d2-a898-c882de2ccdd2	f0532052-b496-4435-abc4-93e23c6a68a5.htseq.counts.gz	1470b41aaa98f0ad2eb4807590b80e7c	258266	released
3cbb1058-c062-4b10-a4a2-423165318eac	3cbb1058-c062-4b10-a4a2-423165318eac.vcf.gz	173a46342d6e3c152dadbf59391171ae	46447	released
47202ccc-afc1-4688-9573-8b5e58aa5616	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_H09_741928.nocnv_grch38.seg.v2.txt	60cd1af2b2ed0e47f5ca0c353a92e38b	4796	released
94cbeab3-15d9-4b36-a41f-35062b540a50	nationwidechildrens.org_ssf.TCGA-CJ-6030.xml	231764ec17e403bbb0369d2413780245	15833	released
7e52e9d5-4dd7-472b-a603-4fd9cc3f5f84	6c2a30ae-9435-4d9c-99dd-59d8d77f3920.htseq.counts.gz	a3708cc2024f4778f373a2b9fa2ba0ca	262474	released
0ca7689d-10b2-4374-b698-3427b25c6f9a	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E06_1486962.grch38.seg.v2.txt	fc9526ebc72526b382da6bb570c485df	39123	released
174c98c2-8343-4c58-8ee6-ad8d95bc7efe	TCGA-KIRC.1765d7e6-bd22-4bff-9b54-9807c78183a3.ascat2.allelic_specific.seg.txt	ee9f48a0e6d5a6632f3e5a679a478cef	7148	released
980b29c7-0c63-463d-9696-678a6c166cc9	b9714e43-d1f1-4f42-9ed4-95285d0ca376.mirbase21.mirnas.quantification.txt	cc18f87674deb9a39ca860ad2039547c	50206	released
7e17de1a-9936-42c8-ab6f-f4a76bec638c	7e17de1a-9936-42c8-ab6f-f4a76bec638c.vcf	c24524cbff91f481ebbb9d3f3d4bedb9	244284	released
e0f60a4d-b7b4-4a9e-9724-95fadc285efa	d9175a61-2a4a-4a70-b995-bcaf283a6561_gdc_realn_rehead.bam	beefece76b6a0b463ef206096ed5f81e	10518673644	released
8bee863d-6061-41e2-b6af-3387cc9f6dfc	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4176-11A-01D-1284-05.gdc_hg38.txt	ab0c8cec570a2919256d7064342ca61a	9952035	released
7a7de3dd-547f-429e-8dac-2a747ebc9d1b	7a7de3dd-547f-429e-8dac-2a747ebc9d1b.vcf.gz	5826dc392df6b7d730f0b0b115829413	608398	released
cc9cd31f-74a4-43f6-b313-b34b377994b8	nationwidechildrens.org_ssf.TCGA-BP-4781.xml	c6180ce2b9202f1b033a48d20a0f3905	15898	released
29817389-1829-4325-95de-1f6119113388	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_F04_734902.grch38.seg.v2.txt	c81ee2f898468addfe5f12802c8887f0	22970	released
b18078ec-ca3d-4fec-9572-38b8a536ae89	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_E04_697540.grch38.seg.v2.txt	36420a0057a10ccce2f1072a3dc5b17c	23910	released
9931fb18-2e66-4a57-a995-90ef98fe78d3	9931fb18-2e66-4a57-a995-90ef98fe78d3.vcf.gz	1295e1869ee886e68d7c84a7f49fa492	53199	released
a6dfd189-80e6-4e0c-81e6-8107c2de9d89	a6dfd189-80e6-4e0c-81e6-8107c2de9d89.vep.vcf.gz	812c2d5a9ea866fe58e00de49fbf2d95	3178663	released
ad856817-d5b2-4cd7-b352-6c354a05dbed	TCGA-BP-5181-01Z-00-DX1.cc8df798-7f23-43a8-abb4-96e84afa2271.svs	eb1f4ba1b7f38bb205a4b3d9ebfb4299	856145486	released
c6f0392a-4679-465d-b7c1-ba3214fb67a0	2147de22-3a52-490d-a4f6-32f6637ca24f.FPKM.txt.gz	3b6fa57c4b017a94367524e49d27eed2	521267	released
6fcfff54-e14e-4e58-a2c3-2cb63c56b6c9	TCGA-KIRC.c440835f-e77d-4f00-ba7f-4e8f59830e55.gene_level_copy_number.tsv	e4679e08fa1ab6a244cc5132081735bf	3482272	released
824f33cb-844f-4c48-926a-065f75d5166f	nationwidechildrens.org_ssf.TCGA-B0-5095.xml	991091438fbf4509658fc8e29fa26a2d	15777	released
47b1a5af-221d-460f-ab03-bcc6089c0ef0	TCGA-A3-3349-01A-01T-1187-13_mirna_gdc_realn.bam	3b37edf7cbb43cf5bc759eeceef95c79	59688637	released
a0b17fb7-010e-4f40-ac9a-e757b49c71f0	a0b17fb7-010e-4f40-ac9a-e757b49c71f0.vep.vcf.gz	049a0b0021cdc128a291992098559d63	146604	released
21a6c9dc-55aa-4f89-9d1a-cffb22e388f8	nationwidechildrens.org_ssf.TCGA-BP-4982.xml	42e476417230150c4e39284ee2fd3273	15899	released
ba40d69b-44d3-4066-b178-c0e2f5f6e940	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_F08_730540.nocnv_grch38.seg.v2.txt	c2627884be5d830764824afaec17e117	9086	released
74436b85-8e15-4721-8864-28271451b730	TCGA-KIRC.14bb5db3-b7b7-4ac7-b25d-ab0fcd7bdb81.ascat2.allelic_specific.seg.txt	ae7ee041c39966c35ee95fbb29401736	6116	released
3cdfe7b6-b7c4-4da0-be5a-87b8f2c277fe	a8d90f96-19e8-4b2c-a9c8-904a4063d235.FPKM.txt.gz	786f61cc4f13fb4d5009111dbe093b26	520774	released
76fd9f84-fd51-4300-8e56-9e6b1c40e4ee	TCGA-KIRC.ea77fe19-5ebb-4201-86ea-bb93a70ea6d5.ascat2.allelic_specific.seg.txt	0ee62923404bb97460772015922d663b	10305	released
ffe13dc1-0536-4dbc-a5d4-23f4b3e4221c	C345.TCGA-CJ-4882-11A-01D-1429-08.7_gdc_realn.bam	950cc41766f76d3d1dd11693873f5f84	19879499413	released
7790c632-4b6e-4bf5-94f7-dfa5c36adf91	7790c632-4b6e-4bf5-94f7-dfa5c36adf91.vep.vcf.gz	6b09c04647fb57fa01a7eabca84c3603	5018769	released
1920512b-1613-479a-8ba4-f41b5b9adb53	a091514f-2f10-40e0-a3c2-786e94ff8a58.mirbase21.mirnas.quantification.txt	4a22db814a1fc98106e90b5eb7fca7c9	50203	released
897898f9-05cf-4541-8739-846828144304	TCGA-KIRC.8cef9a5c-a58d-4564-b6bf-b4e9c501e0b4.gene_level_copy_number.tsv	384ad59583ac4a368ec13201d9f7aeaa	3482275	released
7db6a7e3-bb96-462b-80e3-a3f6a06519ae	TCGA-A3-3365-01A-01-BS1.0ac64da7-38be-4c9c-b972-4835d1ad2db0.svs	b15bc0fca7e29ff3622a7faecfbf1bcf	262216149	released
ca28eba4-3ed8-4629-83af-dbe1ad831674	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_E11_734990.grch38.seg.v2.txt	145173c5762ba9b4d3be5fefb35396a7	24817	released
8cce72ac-2edb-4704-accc-37913ac83fbf	TCGA-CJ-5682-01A-01-BS1.210cd277-e7b3-4df9-87e2-c6d420dd3af6.svs	86114fb4fd902cb3b244de50b1c2b4b3	247673105	released
ef865c9d-3812-48db-925b-41b1777d5f17	TCGA-KIRC.66ed7170-a353-4095-9245-d45652c55457.ascat2.allelic_specific.seg.txt	49882f9e0e1fca311ea4ccbabe70a526	6321	released
540860b8-76e3-4765-b8ea-e75e6c273854	540860b8-76e3-4765-b8ea-e75e6c273854.vcf.gz	4fa79b5f0bb8d881ae82448787dfda04	314995	released
1beaa69a-417f-4e3f-b653-f340088b3b48	1beaa69a-417f-4e3f-b653-f340088b3b48.vep.vcf.gz	692144a81647c35a4bea03c89c0ab552	2001303	released
af81be5b-0f08-4804-89f2-88f15121bee3	af81be5b-0f08-4804-89f2-88f15121bee3.vcf.gz	74e2580fa49ef1e813ba54fc919024cc	46661	released
89a301f5-eb97-456d-bc2b-0c431afeff11	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_F09_734980.grch38.seg.v2.txt	4ae15ced2823ce66d38e7ae265a8955b	15841	released
ff9b88e4-333c-4e81-b085-fc81a34e0fb6	DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_G03_1464754.nocnv_grch38.seg.v2.txt	6cd69f8c5141c4f1937eae6a3f2a700c	14263	released
513a1c6b-4a98-453f-aaaa-68bd87e7dc03	TCGA-BP-4787-11A-01-TS1.e28497e9-8ad9-48de-bff2-3cecf4801554.svs	122482a3799d80e456f4cfc195feb664	405021543	released
2a72f56d-f2bb-4b2d-9d42-4e59c1794f39	nationwidechildrens.org_biospecimen.TCGA-B8-5164.xml	ea4643b6c0fdf96ac7771deb0afc26b4	66356	released
9feb6ef3-8829-4aa8-a937-e43a16277b37	TCGA-KIRC.ed08be38-16d7-4d75-b24f-2907a9f52fd4.gene_level_copy_number.tsv	8d1b27b57b65f3637d2a2db9789f8e5a	3482292	released
ecc902d0-524b-4a8a-a288-892bb754014d	deba2c86-76e7-4880-9259-195108704dbc_gdc_realn_rehead.bam	6a127da99b32f2bb42f5a49aaee51c4a	10401474433	released
cfdc7588-0ded-4d5b-b671-0716bfa0d5a1	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_G07_697390.nocnv_grch38.seg.v2.txt	4a25b65ab90de8113f12c3881cbf7ec5	6638	released
b1278504-7f0b-4d31-8244-374dfce87bb7	b1278504-7f0b-4d31-8244-374dfce87bb7.vcf	2832270afc4dcd1c6adf13d443f2c0c9	237022	released
7e61e347-a624-4e9f-84a9-b0dbcdab35ee	7e61e347-a624-4e9f-84a9-b0dbcdab35ee.vep.vcf.gz	96aa72a7923586fc11786d6b8690745a	281515	released
354f134a-4525-495e-92d5-5e51a6017cd3	TCGA-CJ-4890-01A-01-TS1.3c0f1f11-77ad-41a3-b041-fc7d95191407.svs	fed754750fdbb3a3ff8c571c5d83ce4b	145303951	released
e9775668-9f35-4d11-bed5-9c47747d725d	TCGA-B0-4697-11A-01-BS1.884f5541-391f-458b-9627-555c2497ee9e.svs	b7efdb35f1a1981c59177c95a2ff20e1	88426287	released
b3cbb79a-5baf-4337-9126-5d42133ad736	TCGA-CW-5591-01A-01-TS1.9a27d005-1417-485a-99f5-1a6818ad83dc.svs	8fc6b2aac1b42d709eba04828c0005d0	87654609	released
eb3eb919-1fed-453e-8203-b01544c4021f	4d83267c-3fe7-4cfb-8d3b-c63370e725c8.FPKM.txt.gz	e602a2a6caff3aaa6bba83bf78b14743	534166	released
01f76df2-6ecc-40b6-adc9-33c352a50e69	432bfb40-6587-4393-89b8-456e639152e8.FPKM.txt.gz	5cfeb1a97261c7e91238fdcefb497ec2	522952	released
25bb544b-8a31-4c96-9d0c-8d7588d1a471	be5d2862-2042-43f3-9469-9c8c599e21fc.FPKM.txt.gz	3b0038a39e11b1105cf55d9387b0380a	532887	released
bae693ef-0c04-4cfe-8a24-206f8f2d1f26	8789d75c-8207-44bf-a34e-985440406b34.FPKM-UQ.txt.gz	6da41293aa3d488e7e08f2f56919d5b3	529319	released
f5e68f0d-ddad-451c-ad3f-e705f2c5f739	TCGA-B0-5713-01A-01-BS1.172d03cf-174f-4455-ac32-624ed6370dce.svs	605a73e4ea698daadff85636221d869d	134864721	released
448e9f95-ecc7-4b32-aded-a6ffa3122e9d	9cb91836-3ed3-47e9-8f86-eb15937fd537.FPKM.txt.gz	47b4deb6735a5ea82f943c84f19b0dac	469257	released
cac6a604-6b6b-4667-ae20-60c30e08301e	OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_D06_777090.nocnv_grch38.seg.v2.txt	7e725bf1a662eae0b36f4ec54aa59f7b	3608	released
