project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	spectrophotometer_method	state	well_number
TCGA-KIRC	1b0ad45e-b917-4e91-83c4-e5386cdf0eee	TCGA-B0-4842	50f4bc66-e2af-478d-9253-8370ab937d88	TCGA-B0-4842-01A	baa91f2e-b853-4717-8579-bd5443f47058	TCGA-B0-4842-01A-02	dd378256-5e79-470c-b77c-5726147dcd61	TCGA-B0-4842-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	d6b4896e-b2df-4c61-94b9-fd300c456483	TCGA-CJ-4886-11A	a8404304-0dc0-4230-9331-e86975fa1f91	TCGA-CJ-4886-11A-01	08709c01-0dc6-4f73-b3dc-6aa2625ee04f	TCGA-CJ-4886-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	d6b4896e-b2df-4c61-94b9-fd300c456483	TCGA-CJ-4886-11A	a8404304-0dc0-4230-9331-e86975fa1f91	TCGA-CJ-4886-11A-01	5a057e8c-03f2-4a2a-a549-9e601cf7c27a	TCGA-CJ-4886-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	d6b4896e-b2df-4c61-94b9-fd300c456483	TCGA-CJ-4886-11A	a8404304-0dc0-4230-9331-e86975fa1f91	TCGA-CJ-4886-11A-01	0adf3a15-062b-4c91-a23a-5d3a8bc27c39	TCGA-CJ-4886-11A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	2f661a00-d80a-401d-be63-36bb079c9594	TCGA-CJ-4886-01A	ef2db09a-b2fe-4fcd-8f65-3fd3d9a387b5	TCGA-CJ-4886-01A-01	b830ea03-4375-4ae7-a99a-7c3a414ceda7	TCGA-CJ-4886-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	2f661a00-d80a-401d-be63-36bb079c9594	TCGA-CJ-4886-01A	ef2db09a-b2fe-4fcd-8f65-3fd3d9a387b5	TCGA-CJ-4886-01A-01	67558d61-6cdd-47bb-9bf5-807df05dda42	TCGA-CJ-4886-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	2f661a00-d80a-401d-be63-36bb079c9594	TCGA-CJ-4886-01A	ef2db09a-b2fe-4fcd-8f65-3fd3d9a387b5	TCGA-CJ-4886-01A-01	a420496b-0fa9-44b7-92a4-d3e859fe0825	TCGA-CJ-4886-01A-01R	1.8	'--	'--	RNA	R	'--	0.13	'--	'--	UV Spec	released	'--
TCGA-KIRC	c0f7147e-d28b-4358-9219-bb31f3012cff	TCGA-CJ-4886	2f661a00-d80a-401d-be63-36bb079c9594	TCGA-CJ-4886-01A	ef2db09a-b2fe-4fcd-8f65-3fd3d9a387b5	TCGA-CJ-4886-01A-01	52b4ae52-517f-4dcf-8f14-52b9d70858f5	TCGA-CJ-4886-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	e9631f82-22bb-4fa6-a39f-9fcd22abb3f7	TCGA-BP-4981-11A	b7105425-f130-4dd7-98db-e4e789d9635c	TCGA-BP-4981-11A-01	5bbaa950-a9ed-4d68-8810-ad44b27fa077	TCGA-BP-4981-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	e9631f82-22bb-4fa6-a39f-9fcd22abb3f7	TCGA-BP-4981-11A	b7105425-f130-4dd7-98db-e4e789d9635c	TCGA-BP-4981-11A-01	00484dd1-bbea-4591-8443-d37a248327f1	TCGA-BP-4981-11A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	e9631f82-22bb-4fa6-a39f-9fcd22abb3f7	TCGA-BP-4981-11A	b7105425-f130-4dd7-98db-e4e789d9635c	TCGA-BP-4981-11A-01	9d2ed78c-5826-420a-be23-c8b3452c9888	TCGA-BP-4981-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	4a3c1455-336e-44da-b780-e3a168824276	TCGA-BP-4981-01A	568b9edf-5d6a-4018-aed2-19edf0ea22ef	TCGA-BP-4981-01A-01	28552a16-1109-4b32-be59-e4fe31bacc79	TCGA-BP-4981-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	4a3c1455-336e-44da-b780-e3a168824276	TCGA-BP-4981-01A	568b9edf-5d6a-4018-aed2-19edf0ea22ef	TCGA-BP-4981-01A-01	040004c9-c862-4902-a69e-4e92e968456d	TCGA-BP-4981-01A-01R	1.7	'--	'--	RNA	R	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	4a3c1455-336e-44da-b780-e3a168824276	TCGA-BP-4981-01A	568b9edf-5d6a-4018-aed2-19edf0ea22ef	TCGA-BP-4981-01A-01	7a55da0d-8d7f-44f9-ae14-5f87d96b2767	TCGA-BP-4981-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	ce0ab696-4e50-4b05-a7e5-5191c257bfbe	TCGA-BP-4981	4a3c1455-336e-44da-b780-e3a168824276	TCGA-BP-4981-01A	568b9edf-5d6a-4018-aed2-19edf0ea22ef	TCGA-BP-4981-01A-01	eea1d2cf-d0da-406f-a832-c97da6dc24dc	TCGA-BP-4981-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	2689f0ba-cce5-45fb-8db5-9832e88663f3	TCGA-BP-4973-01A	19e030a7-1a37-456b-b488-6c8f6711b549	TCGA-BP-4973-01A-01	23bd6f05-08b1-41df-ad83-3b7bd13ae2c2	TCGA-BP-4973-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	2689f0ba-cce5-45fb-8db5-9832e88663f3	TCGA-BP-4973-01A	19e030a7-1a37-456b-b488-6c8f6711b549	TCGA-BP-4973-01A-01	b0d03113-0894-4a67-8c3d-56d9a17a713f	TCGA-BP-4973-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	2689f0ba-cce5-45fb-8db5-9832e88663f3	TCGA-BP-4973-01A	19e030a7-1a37-456b-b488-6c8f6711b549	TCGA-BP-4973-01A-01	207df67b-bf21-432d-bc78-21d7d42d6af5	TCGA-BP-4973-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	2689f0ba-cce5-45fb-8db5-9832e88663f3	TCGA-BP-4973-01A	19e030a7-1a37-456b-b488-6c8f6711b549	TCGA-BP-4973-01A-01	36620e6e-381b-4e96-ac49-6de523a97864	TCGA-BP-4973-01A-01D	1.9	'--	'--	DNA	D	'--	0.13	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	27cb4ef2-2a8a-4eb8-8fde-0ab444ad8aaf	TCGA-BP-4973-11A	cef2fde5-3277-46f3-b849-68783d91720f	TCGA-BP-4973-11A-01	f5b83986-2ea4-4b09-ad6d-f9e1cc8bee70	TCGA-BP-4973-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	27cb4ef2-2a8a-4eb8-8fde-0ab444ad8aaf	TCGA-BP-4973-11A	cef2fde5-3277-46f3-b849-68783d91720f	TCGA-BP-4973-11A-01	36d8e9f1-3ca7-4ac4-b2f1-509eabc71cc4	TCGA-BP-4973-11A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	cdd8eb5c-bda8-4961-9db4-72e0c4907e95	TCGA-BP-4973	27cb4ef2-2a8a-4eb8-8fde-0ab444ad8aaf	TCGA-BP-4973-11A	cef2fde5-3277-46f3-b849-68783d91720f	TCGA-BP-4973-11A-01	a51a7a21-95f7-44bf-acb6-95f6e429b31c	TCGA-BP-4973-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	88c91a7b-5c41-4361-85d0-da759ab94204	TCGA-B0-5711	e505702e-87d7-467a-a2af-58c92b036a7c	TCGA-B0-5711-11A	2be8943f-827f-4b9e-ae6a-7c4274cc3f27	TCGA-B0-5711-11A-01	8612eb44-e6f1-4d43-9547-448291907ac7	TCGA-B0-5711-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	88c91a7b-5c41-4361-85d0-da759ab94204	TCGA-B0-5711	e505702e-87d7-467a-a2af-58c92b036a7c	TCGA-B0-5711-11A	2be8943f-827f-4b9e-ae6a-7c4274cc3f27	TCGA-B0-5711-11A-01	03a05d17-b53a-49ce-b420-7839387c4298	TCGA-B0-5711-11A-01R	1.8	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-KIRC	88c91a7b-5c41-4361-85d0-da759ab94204	TCGA-B0-5711	e505702e-87d7-467a-a2af-58c92b036a7c	TCGA-B0-5711-11A	2be8943f-827f-4b9e-ae6a-7c4274cc3f27	TCGA-B0-5711-11A-01	8ee21896-a707-49dd-9548-2b13f55bcdd4	TCGA-B0-5711-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	88c91a7b-5c41-4361-85d0-da759ab94204	TCGA-B0-5711	a12145e9-3ba9-4340-ad39-1dab357b5459	TCGA-B0-5711-01A	ea3ced9f-ab65-455c-877e-a3ecafdc5920	TCGA-B0-5711-01A-11	f44b8753-6e01-4130-a3ed-bc6237e18da8	TCGA-B0-5711-01A-11R	1.7	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-KIRC	88c91a7b-5c41-4361-85d0-da759ab94204	TCGA-B0-5711	a12145e9-3ba9-4340-ad39-1dab357b5459	TCGA-B0-5711-01A	ea3ced9f-ab65-455c-877e-a3ecafdc5920	TCGA-B0-5711-01A-11	7a6c2865-072d-4462-9951-db14c6fd66f4	TCGA-B0-5711-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	88c91a7b-5c41-4361-85d0-da759ab94204	TCGA-B0-5711	a12145e9-3ba9-4340-ad39-1dab357b5459	TCGA-B0-5711-01A	ea3ced9f-ab65-455c-877e-a3ecafdc5920	TCGA-B0-5711-01A-11	af3911fa-26fe-4dc0-b926-5ea1fa5fb24e	TCGA-B0-5711-01A-11D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	da8b5b7f-250c-4f7c-92a3-4658f9f729b8	TCGA-CJ-4639-11A	6e591399-87de-4a1b-8e76-35acfd03a8aa	TCGA-CJ-4639-11A-01	51ecf95d-ed57-42a8-aaff-abde563cf9ec	TCGA-CJ-4639-11A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	da8b5b7f-250c-4f7c-92a3-4658f9f729b8	TCGA-CJ-4639-11A	6e591399-87de-4a1b-8e76-35acfd03a8aa	TCGA-CJ-4639-11A-01	0a24638a-abce-434a-b72b-adae7cbe6954	TCGA-CJ-4639-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	da8b5b7f-250c-4f7c-92a3-4658f9f729b8	TCGA-CJ-4639-11A	6e591399-87de-4a1b-8e76-35acfd03a8aa	TCGA-CJ-4639-11A-01	c663d91b-6c26-4589-9cee-480283866cdd	TCGA-CJ-4639-11A-01D	1.9	'--	'--	DNA	D	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	ea2d4bd6-e3f9-402c-9a96-34c6de2a44b8	TCGA-CJ-4639-01A-02	8e7f7e70-0ab3-43e6-83c4-fc3f99eb694d	TCGA-CJ-4639-01A-02R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	ea2d4bd6-e3f9-402c-9a96-34c6de2a44b8	TCGA-CJ-4639-01A-02	3a55d88a-c85d-43fd-b14f-e5c67eebb0c3	TCGA-CJ-4639-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	ea2d4bd6-e3f9-402c-9a96-34c6de2a44b8	TCGA-CJ-4639-01A-02	cc156676-ce34-4652-9fae-ba1173a4019a	TCGA-CJ-4639-01A-02D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	ea2d4bd6-e3f9-402c-9a96-34c6de2a44b8	TCGA-CJ-4639-01A-02	57214a04-51d7-4eac-afc0-31ecb38d1cbd	TCGA-CJ-4639-01A-02X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	8fcbce7b-20ef-4e22-88c7-8f4b2a72585d	TCGA-CJ-4639-01A-01	6439fe59-d20c-49ff-9a99-4029ce2eab8b	TCGA-CJ-4639-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	8fcbce7b-20ef-4e22-88c7-8f4b2a72585d	TCGA-CJ-4639-01A-01	2d1059dc-7bcd-4cd1-9434-be01a7599a6b	TCGA-CJ-4639-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	8fcbce7b-20ef-4e22-88c7-8f4b2a72585d	TCGA-CJ-4639-01A-01	5b16e98a-a646-4834-843a-0684012a3018	TCGA-CJ-4639-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	3e976301-4042-4ac0-8f01-ef2f1a8161a6	TCGA-CJ-4639	11b1dca7-6fce-41c0-9580-a28ccf83e55c	TCGA-CJ-4639-01A	8fcbce7b-20ef-4e22-88c7-8f4b2a72585d	TCGA-CJ-4639-01A-01	ebb59bbd-908a-464a-9a53-334d1bd365e2	TCGA-CJ-4639-01A-01R	1.6	'--	'--	RNA	R	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	cdd409db-5010-46e5-80e6-df5374edf622	TCGA-BP-4164-11A	616355bb-2fa2-4923-b254-92f5b31949d6	TCGA-BP-4164-11A-01	2e97a46f-75a0-427e-a803-a108f353c339	TCGA-BP-4164-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	cdd409db-5010-46e5-80e6-df5374edf622	TCGA-BP-4164-11A	616355bb-2fa2-4923-b254-92f5b31949d6	TCGA-BP-4164-11A-01	6797743a-e2c9-4844-9ba1-12318d804671	TCGA-BP-4164-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	cdd409db-5010-46e5-80e6-df5374edf622	TCGA-BP-4164-11A	616355bb-2fa2-4923-b254-92f5b31949d6	TCGA-BP-4164-11A-01	4d577cec-b6a7-48f9-8bae-0c86fe67325b	TCGA-BP-4164-11A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	0dda9e5b-82f6-4b4e-9288-c357e8d95803	TCGA-BP-4164-01A-02	31dac76b-5637-4c1e-b036-923e84eed720	TCGA-BP-4164-01A-02D	1.9	'--	'--	DNA	D	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	0dda9e5b-82f6-4b4e-9288-c357e8d95803	TCGA-BP-4164-01A-02	5c6b34a3-6ffa-4dc2-83e4-35eebd0f199b	TCGA-BP-4164-01A-02X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	0dda9e5b-82f6-4b4e-9288-c357e8d95803	TCGA-BP-4164-01A-02	664453ea-eb8c-44ee-bb77-3c687fa09f13	TCGA-BP-4164-01A-02R	1.7	'--	'--	RNA	R	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	0dda9e5b-82f6-4b4e-9288-c357e8d95803	TCGA-BP-4164-01A-02	e10b8163-828e-49b1-9642-bf7a3a63a1d5	TCGA-BP-4164-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	3c9afd48-3767-467c-a56a-e2d738f609b7	TCGA-BP-4164-01A-01	842d4be2-89a7-4f6c-93ea-5bdf8030cdae	TCGA-BP-4164-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	3c9afd48-3767-467c-a56a-e2d738f609b7	TCGA-BP-4164-01A-01	0d428dc8-3ea2-413d-9a66-2260e650d62f	TCGA-BP-4164-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	3c9afd48-3767-467c-a56a-e2d738f609b7	TCGA-BP-4164-01A-01	58ae74a4-cdc3-4168-b5ae-20193c6de882	TCGA-BP-4164-01A-01D	1.9	'--	'--	DNA	D	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	3c9afd48-3767-467c-a56a-e2d738f609b7	TCGA-BP-4164-01A-01	b8c1840a-4d88-49f3-b6cc-1e6ca70a61d7	TCGA-BP-4164-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-KIRC	ba96288c-60d3-4e56-8940-90c5b22d4ddc	TCGA-BP-4164	a8fab76e-ae69-43d6-972b-5837aec668fd	TCGA-BP-4164-01A	3c9afd48-3767-467c-a56a-e2d738f609b7	TCGA-BP-4164-01A-01	d98d89ee-a326-406c-8a92-eace617c8898	TCGA-BP-4164-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	UV Spec	released	'--
